accountID;installationID;nationalAdministrator;accountType;accountHolderName
97209;749;United Kingdom;100-Holding Account;Lamb Weston/Meijer UK Ltd
102414;280;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92280;551;Poland;100-Holding Account;PGNiG TERMIKA Energetyka Przemysłowa S.A.
113246;207504;United Kingdom;100-Holding Account;Cadoxton Reserve Power Limited
107983;202885;Spain;100-Holding Account;Ferroatlántica del Cinca, S.L.
102415;30;Italy;100-Holding Account;CARTIERE RODOLFO REGUZZONI S.R.L.
92281;92;Portugal;100-Holding Account;ARCO TEXTEIS, S.A
113247;207558;France;100-Holding Account;MATERIAUX ENROBES DU NORD
102416;137;Italy;100-Holding Account;BAS Power s.r.l.
92282;241;Poland;100-Holding Account;ZAKŁAD ENERGETYKI CIEPLNEJ SP. Z O.O.W PABIANICACH
97212;501;United Kingdom;100-Holding Account;Her Majestys Prison Service (HMPS)
92283;552;Poland;100-Holding Account;Ceramika Paradyż Sp. z o.o.
102417;592;Italy;100-Holding Account;Biomasse Italia S.p.A.
97213;143;United Kingdom;100-Holding Account;GlaxoSmithKline Plc
113250;207559;Spain;100-Holding Account;SARVAL BIO-INDUSTRIES, S.L.U.
102418;227;Italy;100-Holding Account;CARTIERE SACI S.P.A.
92284;242;Poland;100-Holding Account;Zakład Produkcji Ciepła Żory
97214;793;United Kingdom;100-Holding Account;Seqirus Vaccines Ltd
102419;593;Italy;100-Holding Account;Biomasse Italia S.p.A.
97215;144;United Kingdom;100-Holding Account;Centrica Brigg Limited
92285;93;Portugal;100-Holding Account;CTE - Central Termoeléctrica do Estuário, Lda.
102420;671;Italy;100-Holding Account;ENERCELL SPA
107990;202890;Denmark;100-Holding Account;Air Alsie A/S
92286;243;Poland;100-Holding Account;Dalkia Polska Energia S.A.
97216;526;United Kingdom;100-Holding Account;Barking Havering and Redbridge Hospitals NHS Trust
102421;263;Italy;100-Holding Account;Benetton Group S.r.l.
92287;95;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
113254;207561;France;100-Holding Account;TAA AVIATION LIMITED
97217;797;United Kingdom;100-Holding Account;Barking Havering and Redbridge Hospitals NHS Trust
107992;202891;Finland;100-Holding Account;Adven Oy
102422;674;Italy;100-Holding Account;BIRRA FORST S.p.A.
92288;553;Poland;100-Holding Account;Gdańskie Przedsiębiorstwo Energetyki Cieplnej sp. z o.o
113255;207564;Spain;100-Holding Account;Miguel Parra e Hijos, S.A.
97218;794;United Kingdom;100-Holding Account;St Helens & Knowsley Hospitals NHS Trust
102423;304;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92289;244;Poland;100-Holding Account;Dalkia Polska Energia S.A.
97219;502;United Kingdom;100-Holding Account;Ministry of Defence
107994;202893;Denmark;100-Holding Account;DAT A/S
102424;243;Italy;100-Holding Account;Bisazza S.p.A.
92290;554;Poland;100-Holding Account;PGNiG TERMIKA Energetyka Przemysłowa S.A.
107995;202202;United Kingdom;100-Holding Account;KINGS AVIATION LIMITED
97220;145;United Kingdom;100-Holding Account;EDF ENERGY (THERMAL GENERATION) LIMITED
102425;208;Italy;100-Holding Account;Leali Steel S.p.A.
92291;96;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
107996;202204;United Kingdom;100-Holding Account;MAITON AIR LLP
97222;853;United Kingdom;100-Holding Account;Southend University Hospital NHS Foundation Trust
102426;117;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
92292;555;Poland;100-Holding Account;Geotermia Pyrzyce
107997;202897;Italy;100-Holding Account;CARGOITALIA SPA
102427;346;Italy;100-Holding Account;Berco. S.p.A.
107998;201895;Germany;100-Holding Account;Neukölln Spezialpapier NK GmbH & Co.KG
97223;1103;United Kingdom;100-Holding Account;EDF ENERGY (THERMAL GENERATION) LIMITED
92293;245;Poland;100-Holding Account;Dalkia Polska Energia S.A.
97224;795;United Kingdom;100-Holding Account;The Rotherham NHS Foundation Trust
102428;676;Italy;100-Holding Account;Bolton Alimentari S.p.A.
107999;202900;Sweden;100-Holding Account;NextJet AB i konkurs
92294;97;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
102429;677;Italy;100-Holding Account;BORMIO SPA
92295;98;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
108000;202472;Germany;100-Holding Account;Otto Morof Tief- und Straßenbau GmbH
97226;739;United Kingdom;100-Holding Account;Tarmac Cement and Lime Limited
102430;678;Italy;100-Holding Account;BORMIOLI LUIGI SPA
92296;246;Poland;100-Holding Account;Dalkia Polska Energia S.A.
108001;202626;Germany;100-Holding Account;RW silicium GmbH
97227;146;United Kingdom;100-Holding Account;Derwent Cogeneration Limited
113268;207557;United Kingdom;100-Holding Account;Equinix (UK) Limited
102431;440;Italy;100-Holding Account;ITALCEMENTI S.P.A.
97228;935;United Kingdom;100-Holding Account;Tarmac Cement and Lime Limited
92297;556;Poland;100-Holding Account;Ceramika Paradyż Sp. z o.o.
113269;207555;Sweden;100-Holding Account;Arvika Fjärrvärme AB
102432;1055;Italy;100-Holding Account;BORMIOLI LUIGI SPA
92298;99;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
97229;505;United Kingdom;100-Holding Account;Kings College Hospital NHS Trust
108003;202509;Germany;100-Holding Account;Solvay & CPC Barium Strontium GmbH & Co. KG
102433;106;Italy;100-Holding Account;Bormioli Rocco SpA
92299;100;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
108004;202676;Italy;100-Holding Account;LA CESENATE CONSERVE ALIMENTARI SPA
97230;936;United Kingdom;100-Holding Account;Tarmac Cement and Lime Limited
102434;129;Italy;100-Holding Account;Vetropack Italia S.r.l.
108005;202818;Germany;100-Holding Account;Pfleiderer Neumarkt GmbH
97231;800;United Kingdom;100-Holding Account;Harworth Power (Generation) Limited
92300;263;Portugal;100-Holding Account;EDP - Gestão da Produção de Energia, S.A.
102435;118;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
108006;202822;Germany;100-Holding Account;Pharmaserv GmbH
92301;247;Poland;100-Holding Account;Dalkia Polska Energia S.A.
97233;264;United Kingdom;100-Holding Account;EDL UK LFG Generation Ltd
108007;202903;Estonia;100-Holding Account;ISMAIL KARATAS
102436;286;Italy;100-Holding Account;Bormioli Pharma SpA
92302;557;Poland;100-Holding Account;Veolia Zachód Sp. z o.o.
97234;265;United Kingdom;100-Holding Account;EDL UK LFG Generation Ltd
108008;202791;Germany;100-Holding Account;Steuler-Fliesen GmbH
102437;477;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92303;101;Portugal;100-Holding Account;Companhia Térmica do Serrado, ACE
97235;774;United Kingdom;100-Holding Account;EDL UK LFG Generation Ltd
108009;201752;Germany;100-Holding Account;Blue Sky Airservice GmbH
92304;102;Portugal;100-Holding Account;Companhia Térmica Oliveira Ferreira, ACE
102438;316;Italy;100-Holding Account;Bormioli Rocco Srl
97236;147;United Kingdom;100-Holding Account;Sutton Bridge Power Generation
108010;202911;Denmark;100-Holding Account;Aars Fjernvarme Amba
102439;635;Italy;100-Holding Account;Bormioli Rocco Srl
92305;558;Poland;100-Holding Account;PEC w Ropczycach Sp. z o.o.
108011;202896;Netherlands;100-Holding Account;Turistik Hava Tasimacilik Anonim Sirketi
102440;722;Italy;100-Holding Account;CONSORZIO CASALASCO DEL POMODORO Società Agricola Cooperativa
92306;248;Poland;100-Holding Account;Dalkia Polska Energia S.A.
97238;506;United Kingdom;100-Holding Account;Viridor Waste Disposal Limited
92307;103;Portugal;100-Holding Account;Companhia Térmica Mundo Textil, ACE
102441;816;Italy;100-Holding Account;BOSTON TAPES SPA
108013;202915;Spain;100-Holding Account;Solacor Electricidad Uno, S.A.
97240;148;United Kingdom;100-Holding Account;CF FERTILISERS UK LTD
92308;104;Portugal;100-Holding Account;Companhia Térmica Tagol, Unipessoal, Lda
102442;169;Italy;100-Holding Account;BREDINA SRL
108014;202917;Spain;100-Holding Account;Solacor Electricidad Dos, S.A.
92309;559;Poland;100-Holding Account;Celsium Sp. z o.o.
108015;202918;Germany;100-Holding Account;Atlasjet Airlines
102443;710;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
97242;809;United Kingdom;100-Holding Account;Northwood Tissue (Lancaster) Limited
108016;202914;Norway;100-Holding Account;Chouest Air, Inc.
102444;447;Italy;100-Holding Account;Corden Pharma Latina S.p.A.
113289;207554;Germany;100-Holding Account;Porsche Leipzig GmbH
92310;105;Portugal;100-Holding Account;NAVIGATOR PULP SETÚBAL, S.A.
108017;202919;Ireland;100-Holding Account;NCR Corporation
92311;249;Poland;100-Holding Account;Dalkia Polska Energia S.A.
113290;207574;France;100-Holding Account;HAINAUT ENROBES
97245;886;United Kingdom;100-Holding Account;INOVYN ChlorVinyls Limited
102445;709;Italy;100-Holding Account;Gemmo Spa
92312;560;Poland;100-Holding Account;Koramic Pokrycia Dachowe Sp. z o.o.
113291;207563;Germany;100-Holding Account;AIR HAMBURG Luftverkehrsgesellschaft mbH
108018;202926;Poland;100-Holding Account;Polskie Zakłady Lotnicze Sp. z o.o.
97246;863;United Kingdom;100-Holding Account;Unichema Chemicals Limited
102446;297;Italy;100-Holding Account;Acciaierie Bertoli Safau S.p.A.
92313;106;Portugal;100-Holding Account;Portucel - Empresa Produtora de Pasta e Papel, S.A
113292;207572;Italy;100-Holding Account;CARTIERA PIRINOLI S.C.
108019;202927;Spain;100-Holding Account;Solaben Electricidad Tres, S.A.
102447;485;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92314;561;Poland;100-Holding Account;Komunalne Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.
108020;202925;Spain;100-Holding Account;Solaben Electricidad Dos, S.A.
97248;507;United Kingdom;100-Holding Account;University of Newcastle
113294;207569;Germany;100-Holding Account;Gasunie Deutschland Transport Services GmbH
102448;254;Italy;100-Holding Account;w&p Cementi SpA
92315;145;Portugal;100-Holding Account;NAVIGATOR PULP CACIA, S.A.
108021;202801;Germany;100-Holding Account;Bournemouth Air Limited
97250;842;United Kingdom;100-Holding Account;Diageo Scotland Limited
92316;250;Poland;100-Holding Account;ZAMBROWSKIE CIEPŁOWNICTWO I WODOCIĄGI SP. Z O.O.
113295;207570;Italy;100-Holding Account;GRAL Industriale srl
102449;315;Italy;100-Holding Account;Buzzi Unicem S.p.A.
108022;202655;Italy;100-Holding Account;Rekeep s.p.a.
97251;194;United Kingdom;100-Holding Account;CF FERTILISERS UK LTD
102450;159;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
92317;562;Poland;100-Holding Account;Komunalne Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.
108023;202733;Italy;100-Holding Account;Cartiera di Pratolungo
92318;107;Portugal;100-Holding Account;ENERPULP - Cogeração Energética de Pasta, S.A.
102451;396;Italy;100-Holding Account;Buzzi Unicem S.p.A.
97253;802;United Kingdom;100-Holding Account;Hinton,Perry&Davenhill Ltd
108025;202012;Austria;100-Holding Account;Kronoair GmbH
102452;442;Italy;100-Holding Account;Buzzi Unicem S.p.A.
92319;132;Portugal;100-Holding Account;ENERPULP - Cogeração Energética de Pasta, S.A.
97254;822;United Kingdom;100-Holding Account;De Mulder & Sons Limited
102453;506;Italy;100-Holding Account;Buzzi Unicem S.p.A.
108026;202850;United Kingdom;100-Holding Account;H.J.Heinz Manufacturing UK Ltd
92320;133;Portugal;100-Holding Account;ENERPULP - Cogeração Energética de Pasta, S.A.
97255;823;United Kingdom;100-Holding Account;John Knight Ltd
102454;555;Italy;100-Holding Account;Buzzi Unicem S.p.A.
108027;202834;United Kingdom;100-Holding Account;irving oil transport inc.
97256;861;United Kingdom;100-Holding Account;Granox Limited
92321;251;Poland;100-Holding Account;WĘGLOKOKS ENERGIA ZCP sp. z o.o.
102455;161;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
92322;563;Poland;100-Holding Account;Pfleiderer Wieruszów Sp. z o.o.
97257;819;United Kingdom;100-Holding Account;Sarval Limited
108029;202928;Spain;100-Holding Account;Colorker, SA
102456;567;Italy;100-Holding Account;Buzzi Unicem S.p.A.
92323;108;Portugal;100-Holding Account;PortucelSoporcel Cogeração de Energia, S.A.
97258;508;United Kingdom;100-Holding Account;ACS Dobfar UK Limited
108030;202938;Ireland;100-Holding Account;Stobart Air Unlimited Company
92324;109;Portugal;100-Holding Account;RAR-Cogeração Unipessoal Lda
102457;49;Italy;100-Holding Account;ITALCEMENTI S.P.A.
113308;207602;France;100-Holding Account;SEMGEMA
97260;849;United Kingdom;100-Holding Account;Mondi Packaging Holcombe Ltd
108031;202933;Italy;100-Holding Account;Cartiere Carrara spa
102458;581;Italy;100-Holding Account;Buzzi Unicem S.p.A.
92325;252;Poland;100-Holding Account;WĘGLOKOKS ENERGIA ZCP sp. z o.o.
97261;509;United Kingdom;100-Holding Account;YORK HOSPITALS NHS FOUNDATION TRUST
102459;589;Italy;100-Holding Account;Buzzi Unicem S.p.A.
92326;110;Portugal;100-Holding Account;MGC - Acabamentos Têxteis, S.A.
108032;202939;Spain;100-Holding Account;Nissan Motor Ibérica, SA
97262;988;United Kingdom;100-Holding Account;Marley Limited
108033;202621;United Kingdom;100-Holding Account;Eagle Aircraft and Transportation Management, Inc.
92327;564;Poland;100-Holding Account;Przedsiębiorstwo Energetyki Cieplnej - Gliwice Sp. z o.o.
102460;63;Italy;100-Holding Account;Buzzi Unicem S.p.A.
92328;111;Portugal;100-Holding Account;CPK - Companhia Produtora de Papel Kraftsack, S.A.
97263;149;United Kingdom;100-Holding Account;Biffa Waste Services Limited
102461;1020;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
92329;253;Poland;100-Holding Account;WĘGLOKOKS ENERGIA ZCP sp. z o.o.
97264;808;United Kingdom;100-Holding Account;McCain Foods (G.B.) Ltd
102462;2;Italy;100-Holding Account;C&T SpA
108036;202614;United Kingdom;100-Holding Account;Subprice Ltd
92330;565;Poland;100-Holding Account;PARADYŻ SP. Z O.O.
102463;526;Italy;100-Holding Account;ITALCEMENTI S.P.A.
97265;807;United Kingdom;100-Holding Account;McCain Foods (G.B.) Ltd
92331;112;Portugal;100-Holding Account;Cerâmica Torreense
108038;202586;Germany;100-Holding Account;ASW Air-Service Werkflugdienst GmbH & CO.KG
102464;499;Italy;100-Holding Account;C&T SpA
97266;806;United Kingdom;100-Holding Account;McCain Foods (G.B.) Ltd
92332;254;Poland;100-Holding Account;Zgorzeleckie Przedsiębiorstwo Energetyki Cieplnej w Zgorzelcu Sp. z o.o.
102465;421;Italy;100-Holding Account;RCR Cristalleria Italiana S.p.A.
97267;850;United Kingdom;100-Holding Account;Sofidel UK Limited
108040;202945;France;100-Holding Account;MELVIN SIMON & ASSOCIATES INC
92333;181;Portugal;100-Holding Account;Cerâmica Torreense
102466;681;Italy;100-Holding Account;C.W.F. ITALIA SPA
97268;804;United Kingdom;100-Holding Account;Jacobs Douwe Egberts OPS GB Ltd
108041;202944;United Kingdom;100-Holding Account;Dallah Albaraka Holding Company
92334;566;Poland;100-Holding Account;Komunalne Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.
102467;157;Italy;100-Holding Account;Caffaro Brescia srl
108042;202946;United Kingdom;100-Holding Account;Liberty Interactive LLC
97269;810;United Kingdom;100-Holding Account;Johnson Matthey plc
102468;527;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92335;255;Poland;100-Holding Account;Dyckerhoff Polska Sp.z o.o.
108043;202947;United Kingdom;100-Holding Account;Noclaf Ltd
97270;811;United Kingdom;100-Holding Account;Ibstock Brick Limited
102469;1235;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
108044;202772;United Kingdom;100-Holding Account;Berkshire Hathaway Energy Company
92336;219;Portugal;100-Holding Account;Cerâmica Torreense
97271;812;United Kingdom;100-Holding Account;Ibstock Brick Limited
102470;299;Italy;100-Holding Account;Caffaro Brescia srl
97272;813;United Kingdom;100-Holding Account;Ibstock Brick Limited
92337;567;Poland;100-Holding Account;Przedsiębiorstwo Energetyki Cieplnej w Gnieźnie Sp. z o.o.
108045;202777;Germany;100-Holding Account;Statkraft Markets GmbH
113328;207573;Italy;100-Holding Account;A2L ENERGY S.R.L.
92338;113;Portugal;100-Holding Account;AP - AMONÍACO DE PORTUGAL, SA
97273;150;United Kingdom;100-Holding Account;University of Leicester
102472;531;Italy;100-Holding Account;CAL.ME. S.P.A.
108047;202794;Germany;100-Holding Account;Kerateam Fliesenproduktions und -vertriebs GmbH & Co.KG
97274;510;United Kingdom;100-Holding Account;Sony UK Technology Centre
92339;256;Poland;100-Holding Account;LAFARGE CEMENT SPÓŁKA AKCYJNA
102473;992;Italy;100-Holding Account;CAL.ME. S.P.A.
108048;202954;France;100-Holding Account;CP MANAGEMENT
92340;568;Poland;100-Holding Account;Komunalne Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.
97275;814;United Kingdom;100-Holding Account;Ibstock Brick Limited
102474;61;Italy;100-Holding Account;Calce Piasco s.r.l.
108050;202948;United Kingdom;100-Holding Account;Constellation Leasing LLC
97276;815;United Kingdom;100-Holding Account;Ibstock Brick Limited
92341;114;Portugal;100-Holding Account;SOLCER - Empresa Cerâmica, SA
102475;536;Italy;100-Holding Account;ITALCEMENTI S.P.A.
108051;202391;United Kingdom;100-Holding Account;W4B Renewable Energy Limited
102476;402;Italy;100-Holding Account;Unicalce S.p.A.
92342;115;Portugal;100-Holding Account;Cerâmica da Floresta, Lda
97277;816;United Kingdom;100-Holding Account;Ibstock Brick Limited
108052;202957;United Kingdom;100-Holding Account;Mr Stanley Mason
102477;817;Italy;100-Holding Account;Unicalce S.p.A.
92343;116;Portugal;100-Holding Account;Recer - Indústria de Revestimentos Ceramicos, S. A
97278;817;United Kingdom;100-Holding Account;Ibstock Brick Limited
108053;202943;United Kingdom;100-Holding Account;AMS Limited
92344;569;Poland;100-Holding Account;PROCERBUD BARTOSIEWICZ Sp. Jawna
97279;818;United Kingdom;100-Holding Account;Ibstock Brick Limited
102478;632;Italy;100-Holding Account;CARTIERE VILLA LAGARINA SPA
108054;202958;France;100-Holding Account;GOLD EAGLE LTD
92345;117;Portugal;100-Holding Account;Pronicol, Produtos Lácteos, S. A.
97280;820;United Kingdom;100-Holding Account;Ibstock Brick Limited
102479;818;Italy;100-Holding Account;Unicalce S.p.A.
108055;202756;Germany;100-Holding Account;LEIPA Georg Leinfelder GmbH
92346;257;Poland;100-Holding Account;Signify Poland spółka z o.o.
97281;821;United Kingdom;100-Holding Account;Ibstock Brick Limited
102480;819;Italy;100-Holding Account;Unicalce S.p.A.
108056;202664;Germany;100-Holding Account;Girnghuber GmbH
97282;824;United Kingdom;100-Holding Account;Ibstock Brick Limited
102481;701;Italy;100-Holding Account;CARTIERE ERMOLLI SpA
92347;258;Poland;100-Holding Account;TDP Sp. z  o.o.
108057;202665;Germany;100-Holding Account;Girnghuber GmbH
97283;825;United Kingdom;100-Holding Account;Ibstock Brick Limited
102482;165;Italy;100-Holding Account;ACCIAIERIE DI CALVISANO SPA
92348;118;Portugal;100-Holding Account;Soladrilho, SA
108058;202667;Germany;100-Holding Account;Girnghuber GmbH
97284;151;United Kingdom;100-Holding Account;Syngenta Limited
102483;545;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92349;570;Poland;100-Holding Account;Homanit Polska Spółka z o.o. i Spółka S.K
97285;826;United Kingdom;100-Holding Account;Ibstock Brick Limited
108059;202959;France;100-Holding Account;NATASHA ESTABLISMENT
92350;571;Poland;100-Holding Account;Sanockie Przedsiębiorstwo Gospodarki Komunalnej
102484;919;Italy;100-Holding Account;CALCIDRATA SPA
97286;827;United Kingdom;100-Holding Account;Ibstock Brick Limited
108060;202895;Italy;100-Holding Account;Biomasse Crotone S.p.A.
92351;119;Portugal;100-Holding Account;Barbosa Coimbra, S.A
102485;582;Italy;100-Holding Account;CALCISERNIA S.P.A.
97287;828;United Kingdom;100-Holding Account;Ibstock Brick Limited
108061;202880;Ireland;100-Holding Account;Valley Jet LLC
102486;944;Italy;100-Holding Account;CAMBI LUIGI  & C. S.R.L.
92352;259;Poland;100-Holding Account;Patoka Industries Ltd. Sp. z o.o.
113350;207645;Finland;100-Holding Account;Tampereen Sähkölaitos Oy
97288;830;United Kingdom;100-Holding Account;Ibstock Brick Limited
108062;202955;Ireland;100-Holding Account;Jarden Corporation
102487;131;Italy;100-Holding Account;CANDEGGIO FRATELLI ZACCARIA SPA
92353;260;Poland;100-Holding Account;Arctic Paper Kostrzyn S.A.
113351;207582;Germany;100-Holding Account;MHS Aviation
97289;831;United Kingdom;100-Holding Account;Ibstock Brick Limited
102488;574;Italy;100-Holding Account;ITALCEMENTI S.P.A.
92354;120;Portugal;100-Holding Account;Turbogás - Produtora Energética, S.A
108064;202960;Poland;100-Holding Account;ALCHEMIA S.A.
97290;832;United Kingdom;100-Holding Account;Ibstock Brick Limited
92355;572;Poland;100-Holding Account;Cegielnia Radzymin Andrzej Karasiński
113353;207566;United Kingdom;100-Holding Account;Omega Proteins Ltd
102489;111;Italy;100-Holding Account;Candy Hoover Group S.R.L.
97291;833;United Kingdom;100-Holding Account;Ibstock Brick Limited
113354;207562;United Kingdom;100-Holding Account;Hillhouse Quarry Group Limited
102490;679;Italy;100-Holding Account;CAPA COLOGNA S.C.A.
108066;202962;France;100-Holding Account;ANISTANTE HOLDING
92357;573;Poland;100-Holding Account;POLONTEX S.A. W PORAJU
113355;207646;Romania;100-Holding Account;Etex Building Performance S.A.
97292;834;United Kingdom;100-Holding Account;Ibstock Brick Limited
92358;121;Portugal;100-Holding Account;Cerâmica Moderna do Olival, Lda
102491;702;Italy;100-Holding Account;CARTIERE ERMOLLI SpA
108067;202706;United Kingdom;100-Holding Account;Graham capital Management LP
113356;207652;Greece;100-Holding Account;TERNA MAG S.A.
97293;156;United Kingdom;100-Holding Account;RWE Generation UK Plc
92359;122;Portugal;100-Holding Account;Tijolar - Cerâmica do Olival, S.A
102492;101;Italy;100-Holding Account;Carlsberg Italia S.p.A.
113357;207654;Sweden;100-Holding Account;Njudung Energi Vetlanda AB
108069;202633;Germany;100-Holding Account;SAP SE
97294;835;United Kingdom;100-Holding Account;Ibstock Brick Limited
92360;261;Poland;100-Holding Account;Malta-Decor Sp. z o.o. w Poznaniu
102493;10;Italy;100-Holding Account;CARROZZERIA BERTONE S.p.A.
97295;829;United Kingdom;100-Holding Account;Ibstock Brick Limited
92361;262;Poland;100-Holding Account;Malta-Decor Sp. z o.o. w Poznaniu
102494;594;Italy;100-Holding Account;ITALCEMENTI S.P.A.
108071;202971;France;100-Holding Account;AIR CARAIBES
97296;846;United Kingdom;100-Holding Account;Diageo Distilling Limited
92362;574;Poland;100-Holding Account;HGBS FINANSE S.A.
108072;202970;Belgium;100-Holding Account;Dumoulin Bricks
102498;703;Italy;100-Holding Account;CARTITALIA SRL
92364;263;Poland;100-Holding Account;Fabryka Papieru Sp. z o.o.
97299;854;United Kingdom;100-Holding Account;Huhtamaki (Lurgan) Ltd
108074;202972;France;100-Holding Account;JET4YOU
102499;738;Italy;100-Holding Account;A.C.P. SPA
92365;123;Portugal;100-Holding Account;Certomar - Cerâmicas, Lda
97300;839;United Kingdom;100-Holding Account;CP Kelco Uk Ltd
92366;264;Poland;100-Holding Account;Mondi Świecie Spółka Akcyjna
108076;202342;Germany;100-Holding Account;Braas GmbH
102501;448;Italy;100-Holding Account;ITALCALCE SRL
97301;921;United Kingdom;100-Holding Account;RWE Cogen UK Limited
92367;575;Poland;100-Holding Account;Sery ICC Pasłęk Sp. z o.o.
97302;859;United Kingdom;100-Holding Account;Rockwool Limited
108077;202350;Germany;100-Holding Account;Braas GmbH
92368;124;Portugal;100-Holding Account;Cerâmica Avelar, S.A.
113368;207651;Sweden;100-Holding Account;Olofströms Kraft AB
102503;619;Italy;100-Holding Account;CARTONIFICIO DI ISOVERDE SRL
97303;843;United Kingdom;100-Holding Account;Forterra Building Products Limited
92369;576;Poland;100-Holding Account;ENERGETYKA CIEPLNA OPOLSZCZYZNY S.A.
108079;202345;Germany;100-Holding Account;Braas GmbH
113369;207662;Sweden;100-Holding Account;E.ON Värme Sverige AB
97304;894;United Kingdom;100-Holding Account;Hanson Building Products Ltd
108080;202344;Germany;100-Holding Account;Braas GmbH
92370;125;Portugal;100-Holding Account;Prélis Cerâmica, Lda
97305;511;United Kingdom;100-Holding Account;Plymouth Hospitals NHS Trust
113370;207663;Sweden;100-Holding Account;E.ON Värme Sverige AB
108081;202348;Germany;100-Holding Account;Braas GmbH
102507;155;Italy;100-Holding Account;ITALFOND SPA
92371;577;Poland;100-Holding Account;Przedsiębiorstwo Ceramiki Budowlanej Ceramika Harasiuki Spółka z o.o.
97306;896;United Kingdom;100-Holding Account;Hanson Building Products Ltd
113371;207649;Sweden;100-Holding Account;Hjo Energi AB
92372;265;Poland;100-Holding Account;International Paper - Kwidzyn sp. z o.o.
108082;202652;Italy;100-Holding Account;Servicios Aereos Sudamericanos S.A.
97307;910;United Kingdom;100-Holding Account;Forterra Building Products Limited
113372;207669;Sweden;100-Holding Account;Nybro Värmecentral AB
102508;392;Italy;100-Holding Account;CARTONIFICIO SANDRESCHI SRL
108083;202973;Finland;100-Holding Account;Oulun Energia Oy
113373;207668;Sweden;100-Holding Account;Nybro Värmecentral AB
97308;912;United Kingdom;100-Holding Account;Forterra Building Products Limited
92373;127;Portugal;100-Holding Account;LUSOCERAM - Empreendimentos Cerâmicos, S.A.
113374;207667;Sweden;100-Holding Account;Nybro Värmecentral AB
97309;914;United Kingdom;100-Holding Account;Forterra Building Products Limited
92374;578;Poland;100-Holding Account;Sokołów S.A.
113375;207560;Italy;100-Holding Account;Sasol Italy Energia S.r.l.
97310;934;United Kingdom;100-Holding Account;Forterra Building Products Limited
102512;313;Italy;100-Holding Account;'EMILIANA CONSERVE SOCIETA'' AGRICOLA S.P.A.'
92375;130;Portugal;100-Holding Account;Nergal - Nova Cerâmica Algarvia Lda.
108084;202783;Italy;100-Holding Account;TAVISTOCK AVTN
113376;207666;Sweden;100-Holding Account;Nybro Värmecentral AB
97311;919;United Kingdom;100-Holding Account;Industrial Energy Services Limited
102513;969;Italy;100-Holding Account;'EMILIANA CONSERVE SOCIETA'' AGRICOLA S.P.A.'
92376;266;Poland;100-Holding Account;Metsa Tissue Krapkowice Sp. z o.o.
113377;207556;United Kingdom;100-Holding Account;Mizkan Euro Ltd
102514;166;Italy;100-Holding Account;CARVAL CARTIERA DI VALLETTROMPIA SRL
92377;131;Portugal;100-Holding Account;Soporcel - Sociedade Portuguesa de Papel, SA
97312;939;United Kingdom;100-Holding Account;Forterra Building Products Limited
108087;202804;Germany;100-Holding Account;INEOS Solvents Germany GmbH
113378;207671;France;100-Holding Account;FMS FLEET MANAGEMENT SERVICES
92378;579;Poland;100-Holding Account;Spółdzielnia Mieszkaniowa Lokat.-Własność.ODRA
97313;840;United Kingdom;100-Holding Account;Tullis Russell Papermakers
108088;202802;Germany;100-Holding Account;INEOS Solvents Germany GmbH
102516;141;Italy;100-Holding Account;CARVICO SPA
97314;984;United Kingdom;100-Holding Account;O-I Glass Limited
92379;134;Portugal;100-Holding Account;Caima - Indústria de Celulose
113380;207644;United Kingdom;100-Holding Account;Aggregate Industries UK Limited
102517;946;Italy;100-Holding Account;Dister spa
108089;202969;Germany;100-Holding Account;Herrenknecht Aviation GmbH
97315;983;United Kingdom;100-Holding Account;O-I Glass Limited
92380;580;Poland;100-Holding Account;Zakład Energetyki Cieplnej w Staszowie Sp. z o.o.
113381;207643;United Kingdom;100-Holding Account;Aggregate Industries UK Limited
102518;153;Italy;100-Holding Account;Italgen S.p.A.
108090;202799;Germany;100-Holding Account;INEOS Solvents Germany GmbH
92381;135;Portugal;100-Holding Account;Revigrés - Indústria de Revestimentos de Grés, Lda
