accountID;installationID;installationName;mainActivity
97911;1029;Northwood Tissue (Disley) Limited;35-Production of pulp
103091;40;CENTRALE TERMOELETTRICA LERI CAVOUR;20-Combustion of fuels
92925;113;Centrálna kotolňa;1-Combustion installations with a rated thermal input exceeding 20 MW
108696;203458;f12244;10-Aircraft operator activities
97912;326;Llanwern Steelworks;24-Production of pig iron or steel
103092;120;CALDAIA INTEGRAZ. EMERGENZA PER TELERISCALDAMENTO;20-Combustion of fuels
92926;384;Instalacja do produkcji wapna - PIECE SZYBOWE;30-Production of lime, or calcination of dolomite/magnesite
108697;203413;9965;10-Aircraft operator activities
103093;405;CENTRALE TERMOELETTRICA DI  LIVORNO;20-Combustion of fuels
92927;3;PGE GiEK S.A. Oddział Elektrownia Turów;20-Combustion of fuels
108698;203460;f10435;10-Aircraft operator activities
97914;1249;Northern Producer Floating Production Facility;20-Combustion of fuels
103094;682;IDEAL CARTA SPA;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
92928;385;PIEC OBROTOWY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
108699;203362;31669;10-Aircraft operator activities
103095;409;CENTRALE TERMOELETTRICA DI PIOMBINO;20-Combustion of fuels
92929;747;Instalacja do produkcji szkła w tym włókna szkl.;31-Manufacture of glass
108700;203461;f11345;10-Aircraft operator activities
97917;330;Teesside Beam Mill;25-Production or processing of ferrous metals
103096;269;Stabilimento di Porto Marghera;7-Installations for the manufacture of glass including glass fibre
92930;114;Slovenské lodenice Komárno, a.s.;1-Combustion installations with a rated thermal input exceeding 20 MW
108701;203455;f10370;10-Aircraft operator activities
97918;1060;Smurfit Townsend Hook CHP;20-Combustion of fuels
103097;410;CENTRALE TERMOELETTRICA D PORTOFERRARIO;20-Combustion of fuels
92931;284;About The Future-Empresa Produtora de Papel S.A.;36-Production of paper or cardboard
108702;203418;27302;10-Aircraft operator activities
97920;363;Liberty Speciality Steels - Rotherham;24-Production of pig iron or steel
92932;748;CIEPŁOWNIA;20-Combustion of fuels
108703;202239;37678;10-Aircraft operator activities
103098;493;Stabilimento di San Salvo;7-Installations for the manufacture of glass including glass fibre
97921;424;Tata Steel Colors;20-Combustion of fuels
92933;4;ELEKTROWNIA KOZIENICE;20-Combustion of fuels
103099;416;CENTRALE TERMOELETTRICA DI SANTA BARBARA;20-Combustion of fuels
108704;203001;33614;10-Aircraft operator activities
92934;285;Navigator Tissue Rodão, S.A.;36-Production of paper or cardboard
103100;195;Stabilimento Versalis di Mantova;42-Production of bulk chemicals
97923;612;Stirling Royal Infirmary;1-Combustion installations with a rated thermal input exceeding 20 MW
108705;203040;Centrale Serravalle Energy;20-Combustion of fuels
92935;115;Výroba magnezitového slinku, SMZ, a.s. Jelšava;30-Production of lime, or calcination of dolomite/magnesite
103101;271;STABILIMENTO VERSALIS DI PORTO MARGHERA;42-Production of bulk chemicals
97924;232;Glaxo SmithKline - Worthing;20-Combustion of fuels
108706;203446;28885;10-Aircraft operator activities
103102;426;CENTRALE TERMOELETTRICA DI BASTARDO;20-Combustion of fuels
108707;203463;8921;10-Aircraft operator activities
92937;5;Instalacja do spalania paliw;20-Combustion of fuels
103103;356;Stabilimento Versalis di Ravenna;42-Production of bulk chemicals
92938;749;INSTALACJA PRODUKCJI CERAM. MATERIAŁÓW BUDOWLANYCH;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
108709;203368;1277;10-Aircraft operator activities
103104;430;CENTRALE TERMOELETTRICA DI PIETRAFITTA;20-Combustion of fuels
108710;203451;f12191;10-Aircraft operator activities
103105;520;Stabilimento Versalis di Brindisi;42-Production of bulk chemicals
92940;386;PIEC OBROTOWY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
97930;613;Falkirk & District Royal Infirmary;1-Combustion installations with a rated thermal input exceeding 20 MW
108711;203462;33361;10-Aircraft operator activities
103106;437;CENTRALE TERMOELETTRICA DI MONTALTO DI CASTRO;20-Combustion of fuels
92941;750;Ciepłownia C-2;20-Combustion of fuels
97932;340;UW Construction Ltd/University of Warwick;1-Combustion installations with a rated thermal input exceeding 20 MW
108712;203453;32509;10-Aircraft operator activities
103107;439;CENTRALE TERMOELETTRICA DI TORREVALDALIGA NORD;20-Combustion of fuels
92942;6;PGE GiEK S.A. Oddział w Rybniku;20-Combustion of fuels
108713;200360;F10830;10-Aircraft operator activities
103108;548;Stabilimento Polimeri Europa di Gela;1-Combustion installations with a rated thermal input exceeding 20 MW
92943;116;Výrobná divízia 01 Poltár;31-Manufacture of glass
97933;234;Morriston Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
108714;203464;10637;10-Aircraft operator activities
103109;462;CENTRALE TERMOELETTRICA DI MADDALONI;20-Combustion of fuels
92945;751;Ciepłownia;20-Combustion of fuels
108715;203253;24664;10-Aircraft operator activities
103110;554;Stabilimento Versalis di Ragusa;42-Production of bulk chemicals
97936;235;Aldermaston Combustion;1-Combustion installations with a rated thermal input exceeding 20 MW
92946;117;Katarínska Huta - Výroba sododraselného skla;31-Manufacture of glass
108716;203383;31326;10-Aircraft operator activities
103111;468;CENTRALE TERM.  DI GIUGLIANO;20-Combustion of fuels
92947;286;Central Termoeléctrica a Biomassa de Cacia;20-Combustion of fuels
114208;208282;Bulten;20-Combustion of fuels
103112;560;Stabilimento Versalis di Priolo;42-Production of bulk chemicals
97938;614;University of St Andrews;1-Combustion installations with a rated thermal input exceeding 20 MW
92948;752;HUTA SZKŁA W STRONIU ŚLĄSKIM;7-Installations for the manufacture of glass including glass fibre
108718;203465;38247;10-Aircraft operator activities
103113;495;CENTRALE TERMOELETTRICA DI  CAMPOMARINO;1-Combustion installations with a rated thermal input exceeding 20 MW
114209;208242;Glasshouse Generation (Macketts);20-Combustion of fuels
108719;203466;f11248;10-Aircraft operator activities
92949;387;PIEC WAPIENNY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103114;571;Stabilimento Polimeri Europa di Sarroch;42-Production of bulk chemicals
97941;236;Burghfield Combustion;20-Combustion of fuels
108720;203381;34256;10-Aircraft operator activities
92950;287;Central Termoeléctrica a Biomassa de Setúbal;20-Combustion of fuels
103115;496;CENTRALE TERMOELETTRICA DI LARINO;20-Combustion of fuels
97942;615;Forties Pipeline System - Brechin;20-Combustion of fuels
108721;203187;35742;10-Aircraft operator activities
92951;7;CEZ SKAWINA S.A.;20-Combustion of fuels
97943;745;Runcorn Halochemicals Manufacturing (Mexichem UK);20-Combustion of fuels
103116;565;Stabilimento Versalis di Porto Torres;42-Production of bulk chemicals
108722;203134;f12473;10-Aircraft operator activities
92952;753;CIEPŁOWNIA C-1;20-Combustion of fuels
103117;505;CENTRALE TERMOELETTRICA DI BARI;20-Combustion of fuels
108723;203467;36345;10-Aircraft operator activities
103118;1161;Stabilimento Versalis di Ferrara;42-Production of bulk chemicals
92953;94;Central Termoeléctrica de Mortágua;20-Combustion of fuels
97946;635;Forties Pipeline System - Cruden Bay;20-Combustion of fuels
108724;203240;27477;10-Aircraft operator activities
103119;521;CENTRALE TERMOELETTRICA DI  BRINDISI SUD;20-Combustion of fuels
92954;118;SLOVMAG, a.s. Lubeník;30-Production of lime, or calcination of dolomite/magnesite
97948;238;Energy Centre;1-Combustion installations with a rated thermal input exceeding 20 MW
108725;203157;44116;10-Aircraft operator activities
103120;529;CENTRALE TERMOELETTRICA DI ROSSANO;20-Combustion of fuels
92955;754;CP Glass S.A.;31-Manufacture of glass
103121;882;PORTONOGARO S.A.S;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
92956;388;PIEC WAPIENNY;30-Production of lime, or calcination of dolomite/magnesite
108726;203080;f10281;10-Aircraft operator activities
103122;538;CENTRALE TERMOELETTRICA DI TERMINI IMERESE;20-Combustion of fuels
108727;201511;F10117;10-Aircraft operator activities
92957;8;TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola;20-Combustion of fuels
103123;539;CENTRALE TERMOELETTRICA DI VULCANO;20-Combustion of fuels
92958;288;Central a Biomassa Florestal de Constância;20-Combustion of fuels
103124;130;Impianto di termovalorizzazione;1-Combustion installations with a rated thermal input exceeding 20 MW
108729;203471;37896;10-Aircraft operator activities
97953;239;Phoenix Brick Company Ltd;7-Installations for the manufacture of glass including glass fibre
92959;119;KOMTERM a.s. Kotolňa Liptovský Mikuláš;20-Combustion of fuels
103125;546;CENTRALE TERMOELETTRICA DI PORTO EMPEDOCLE;20-Combustion of fuels
108730;203472;23132;10-Aircraft operator activities
92960;755;Ciepłownia Rejonowa POŁUDNIE KS-101;20-Combustion of fuels
114228;208143;f14309;10-Aircraft operator activities
103126;990;Pomezia Plant;20-Combustion of fuels
108731;203473;36010;10-Aircraft operator activities
97956;685;Andrew;1-Combustion installations with a rated thermal input exceeding 20 MW
92961;389;PIEC WAPIENNY CUKROWNI W OSTROWITEM;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103127;556;CENTRALE TERMOELETTRICA DI AUGUSTA;20-Combustion of fuels
108732;203474;37878;10-Aircraft operator activities
92962;756;Spółdzielnia Pracy Huta Szkła Sława;31-Manufacture of glass
103128;564;CENTRALE TERMOELETTRICA DI PRIOLO GARGALLO;20-Combustion of fuels
108733;203475;1039;10-Aircraft operator activities
92963;289;Central Termoeléctrica a Biomassa Figueira da Foz;20-Combustion of fuels
103129;44;Stabilimento di Novara;1-Combustion installations with a rated thermal input exceeding 20 MW
108734;203476;31232;10-Aircraft operator activities
97961;242;Interconnector Bacton Terminal;20-Combustion of fuels
92964;9;TAURON Wytwarzanie SA O. Elektrownia Jaworzno III;20-Combustion of fuels
108735;203123;31943;10-Aircraft operator activities
103130;570;CENTRALE TERMOELETTRICA DI ASSEMINI;20-Combustion of fuels
92965;120;Rafinéria;21-Refining of mineral oil
103131;142;RADICIFIL SPA CASNIGO;20-Combustion of fuels
108736;203477;27863;10-Aircraft operator activities
97963;686;Bruce;20-Combustion of fuels
92966;757;PIECE OBROTOWE DO WYPAŁU SUROWCÓW MINERALNYCH;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
108737;203478;26954;10-Aircraft operator activities
103132;572;CENTRALE TERMOELETTRICA DI PORTOSCUSO;20-Combustion of fuels
97965;243;University of Oxford;1-Combustion installations with a rated thermal input exceeding 20 MW
108738;203479;31451;10-Aircraft operator activities
92967;758;CIEPŁOWNIA ZATORZE;20-Combustion of fuels
103133;389;NUOVA CARTIERA DELLA TOSCANA Srl;35-Production of pulp
108739;202851;34017;10-Aircraft operator activities
92968;10;Zakład Wytwarzania Blachownia;20-Combustion of fuels
103134;573;CENTRALE TERMOELETTRICA DI SULCIS;20-Combustion of fuels
108740;203031;35333;10-Aircraft operator activities
103135;190;RADICI TESSUTI SPA DIVISIONE ISOLA DOVARESE;1-Combustion installations with a rated thermal input exceeding 20 MW
97968;687;CATS Terminal;20-Combustion of fuels
92970;390;PIEC WAPIENNY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103136;87;CENTRALE TERMOELETTRICA DI  GENOVA;20-Combustion of fuels
108741;203481;f10633;10-Aircraft operator activities
92971;121;Mestská výhrevňa v Senici;1-Combustion installations with a rated thermal input exceeding 20 MW
103137;547;Raffineria di Gela S.P.A.;21-Refining of mineral oil
108742;203482;f11188;10-Aircraft operator activities
97971;1256;VLA Weybridge;1-Combustion installations with a rated thermal input exceeding 20 MW
92972;759;HUTA SZKŁA W JAWORZNIE;7-Installations for the manufacture of glass including glass fibre
103138;88;CENTRALE TERMOELETTRICA DI LA SPEZIA;20-Combustion of fuels
108744;203483;22653;10-Aircraft operator activities
114248;208022;Preston New Road;20-Combustion of fuels
92973;391;PIEC WAPIENNY CUKROWNI I RAFINERII CHYBIE;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103139;541;Raffineria di Milazzo;2-Mineral oil refineries
97974;688;Cleeton;1-Combustion installations with a rated thermal input exceeding 20 MW
108745;203484;34289;10-Aircraft operator activities
92974;290;Central de Cogeração do Barreiro;20-Combustion of fuels
103140;953;Centrale Termoelettrica di Alessandria;20-Combustion of fuels
114249;208283;Peak Gen Bracknell;20-Combustion of fuels
97975;561;Energy Centre - Dagenham;1-Combustion installations with a rated thermal input exceeding 20 MW
108746;203485;34418;10-Aircraft operator activities
92975;760;CIEPŁOWNIA;20-Combustion of fuels
114250;208284;Peak Gen Exeter;20-Combustion of fuels
103141;443;Raffineria di Roma;2-Mineral oil refineries
97976;309;Vitacress Herbs - Runcton Nursery;20-Combustion of fuels
92976;122;Energetika;20-Combustion of fuels
108747;203486;32661;10-Aircraft operator activities
114251;208302;Peak Gen Havant;20-Combustion of fuels
103142;952;Centrale Termoelettrica del Mercure;20-Combustion of fuels
97977;245;Crisp Maltings;1-Combustion installations with a rated thermal input exceeding 20 MW
92977;11;TAURON Wytw. SA Elektr. Jaworzno III Elektr. II;20-Combustion of fuels
108748;203489;f10414;10-Aircraft operator activities
114252;208322;Kuusirinteen Lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
97978;1254;Birmingham Heartlands Hospital;20-Combustion of fuels
103143;744;STABILIMENTO DI BORGONOVO;32-Manufacture of ceramics
108749;203488;8721;10-Aircraft operator activities
97979;689;Dimlington-Easington Shore Terminal;20-Combustion of fuels
92979;392;Instalacja do produkcji wapna M 1.2-piec wapienny;30-Production of lime, or calcination of dolomite/magnesite
103144;926;BIELLA POWER SRL;1-Combustion installations with a rated thermal input exceeding 20 MW
108750;203176;F10022;10-Aircraft operator activities
92980;12;TAURON Wytwarzanie SA O. Elektrownia Łaziska;20-Combustion of fuels
103145;745;STABILIMENTO DI CADEO;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
108751;202696;Walzwerk / Block/Grobstrasse;25-Production or processing of ferrous metals
103146;715;ENERGONUT SRL;1-Combustion installations with a rated thermal input exceeding 20 MW
92981;123;Výr. záv. ener. - Kotolňa na spaľovanie biomasy;1-Combustion installations with a rated thermal input exceeding 20 MW
97982;246;BYK Additives Limited;20-Combustion of fuels
108752;203017;32705;10-Aircraft operator activities
92982;761;Instalacja Wola Rzędzińska;32-Manufacture of ceramics
103147;748;Termovalorizzatore R.S.U.;1-Combustion installations with a rated thermal input exceeding 20 MW
97983;758;Greenergy Biodiesel Processing Plant;20-Combustion of fuels
108753;203487;1808;10-Aircraft operator activities
97984;1252;LRS Coleford;20-Combustion of fuels
103148;180;RAFFINERIA DI SANNAZZARO;21-Refining of mineral oil
92983;291;Central de Ciclo Combinado do Pego;20-Combustion of fuels
108754;202695;Schmiedebetrieb Siegen Eintracht;25-Production or processing of ferrous metals
103149;342;REAGENS SPA;1-Combustion installations with a rated thermal input exceeding 20 MW
92984;762;Huta Szkła GLOSS Glonek-Busz Spółka Jawna;31-Manufacture of glass
108755;203491;f12234;10-Aircraft operator activities
92985;124;Kotolňa na tuhé palivo - Výhrevňa Sihly;20-Combustion of fuels
103150;268;Raffineria di Venezia;21-Refining of mineral oil
92986;13;Oddział Elektrownia Halemba w Rudzie Śląskiej;1-Combustion installations with a rated thermal input exceeding 20 MW
103151;138;REGGIANI TESSILE SPA;1-Combustion installations with a rated thermal input exceeding 20 MW
97988;690;ETAP;20-Combustion of fuels
108757;203272;f13143;10-Aircraft operator activities
92987;763;Instalacja spalania paliw - Kotłownia KT 1602;20-Combustion of fuels
103152;403;Raffineria di Livorno;21-Refining of mineral oil
97989;322;Brogborough Landfill Site;20-Combustion of fuels
108758;203492;12312;10-Aircraft operator activities
92988;393;Piec wapienny;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103153;512;Raffineria di Taranto;21-Refining of mineral oil
97990;247;Kronospan Ltd;20-Combustion of fuels
108759;203494;f10079;10-Aircraft operator activities
92989;394;PIEC WAPIENNY;30-Production of lime, or calcination of dolomite/magnesite
103154;339;RENO DE MEDICI SPA - STABILIMENTO DI MARZABOTTO;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
97991;323;Calvert Landfill Site;1-Combustion installations with a rated thermal input exceeding 20 MW
108760;202632;KRONOS TITAN GmbH - Werk Leverkusen;20-Combustion of fuels
92990;14;TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie;20-Combustion of fuels
103155;179;EniPower S.p.A.- Stabilimento di Ferrera Erbognone;20-Combustion of fuels
97992;324;Stewartby Landfill Site;1-Combustion installations with a rated thermal input exceeding 20 MW
108761;203495;37803;10-Aircraft operator activities
92991;764;KOTŁOWNIA REJONOWA KR-1;20-Combustion of fuels
103156;458;STABILIMENTO DI VILLA SANTA LUCIA;36-Production of paper or cardboard
108762;203490;f11002;10-Aircraft operator activities
97993;211;Nestlé Dalston Combustion;20-Combustion of fuels
92992;125;Plynová kotolňa;1-Combustion installations with a rated thermal input exceeding 20 MW
97994;691;Petrojarl Foinaven;20-Combustion of fuels
103157;355;EniPower S.p.A. - Stabilimento di Ravenna;1-Combustion installations with a rated thermal input exceeding 20 MW
108763;203496;f10420;10-Aircraft operator activities
92993;395;PIEC WAPIENNY CUKROWNI OTMUCHÓW;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
97995;212;Combustion process - Nestle Fawdon;20-Combustion of fuels
103158;749;RENO DE MEDICI SPA  STABILIMENTO DI MAGENTA;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
108764;202705;33143;10-Aircraft operator activities
92994;15;TAURON Wytw. SA O. Elektrownia Siersza w Trzebini;20-Combustion of fuels
108765;203497;a11516;10-Aircraft operator activities
103159;750;Stabilimneto di Santa Giustina;36-Production of paper or cardboard
97996;898;Nestlé Halifax Boiler House;1-Combustion installations with a rated thermal input exceeding 20 MW
92995;765;CIEPŁOWNIA;20-Combustion of fuels
108766;202847;Acrolein Anlage;42-Production of bulk chemicals
103160;404;Raffineria di Livorno - CTE;20-Combustion of fuels
97997;901;Nestlé York Combustion;20-Combustion of fuels
92996;16;PGE GiEK S.A. Oddział Zespół Elektrowni Dolna Odra;20-Combustion of fuels
103161;883;R.D.M. OVARO S.P.A.;36-Production of paper or cardboard
97998;248;Dockyard Boiler Houses;20-Combustion of fuels
108767;203397;f10234;10-Aircraft operator activities
103162;513;Raffineria di Taranto;20-Combustion of fuels
97999;692;Harding;20-Combustion of fuels
108768;203502;f10313;10-Aircraft operator activities
92998;396;PIEC WAPIENNY CUKROWNI ŚWIDNICA;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
103163;517;EniPower S.p.A. - Stabilimento di Brindisi;20-Combustion of fuels
92999;766;Instalacja do produkcji szkła;31-Manufacture of glass
108769;202634;Segment Performance Silica (WES-PS);20-Combustion of fuels
98000;1259;Commonside Lane, Rocpower;1-Combustion installations with a rated thermal input exceeding 20 MW
103164;113;Centrale Termica;1-Combustion installations with a rated thermal input exceeding 20 MW
108770;203503;12316;10-Aircraft operator activities
93000;126;Kompresorová stanica 04 Ivanka pri Nitre;20-Combustion of fuels
98002;249;Royal Air Force Brize Norton;20-Combustion of fuels
108771;203505;32417;10-Aircraft operator activities
103165;124;Centrale di Cogenerazione;20-Combustion of fuels
93001;17;PGE GiEK S.A. - Elektrownia Pomorzany;20-Combustion of fuels
103166;394;Centrale Termica;1-Combustion installations with a rated thermal input exceeding 20 MW
93002;767;KOTŁOWNIA;20-Combustion of fuels
108773;203508;f10223;10-Aircraft operator activities
103167;197;EniPower Mantova;20-Combustion of fuels
98006;1245;Kings Yard CCHP Energy Centre;1-Combustion installations with a rated thermal input exceeding 20 MW
108774;203509;31018;10-Aircraft operator activities
93004;126;Unidade Industrial de Bustos;32-Manufacture of ceramics
103168;885;RIFINIZIONE FIN-MODE SRL;1-Combustion installations with a rated thermal input exceeding 20 MW
108775;203500;30837;10-Aircraft operator activities
98007;626;RAF Kinloss;1-Combustion installations with a rated thermal input exceeding 20 MW
103169;804;AGRICOLA INDUSTRIALE DELLA FAELLA SPA;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
93005;768;CEGIELNIA BONARKA;32-Manufacture of ceramics
98008;1244;Stratford CCHP Energy Centre;1-Combustion installations with a rated thermal input exceeding 20 MW
103170;886;CENTRALE TERMICA;20-Combustion of fuels
93006;127;Kompresorová stanica 02 Jablonov nad Turňou;20-Combustion of fuels
108777;203510;35371;10-Aircraft operator activities
98009;694;Magnus;20-Combustion of fuels
103171;887;centrale elettrica di Riso Scotti Energia S.p.A.;1-Combustion installations with a rated thermal input exceeding 20 MW
93007;18;PGE GiEK S.A. - Elektrownia Szczecin;20-Combustion of fuels
108778;203511;1971;10-Aircraft operator activities
103172;620;Centro Olio Val D’Agri;20-Combustion of fuels
108779;203512;35242;10-Aircraft operator activities
93008;397;PIEC WAPIENNY CUKROWNI WRÓBLIN;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103173;235;ACCIAIERIE DI VERONA S.p.A.;24-Production of pig iron or steel
108780;203513;1098;10-Aircraft operator activities
93009;769;CIEPŁOWNIA ENCO;20-Combustion of fuels
98013;250;Thamesteel Limited;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
103174;621;Centrale Gas di Fano;20-Combustion of fuels
108781;203499;29648;10-Aircraft operator activities
93010;128;Unidade Industrial do Ramalhal;32-Manufacture of ceramics
103175;58;RIVA Acciaio - Stabilimento di Lesegno;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
108782;203517;34651;10-Aircraft operator activities
93011;129;Unidade Industrial do Outeiro;32-Manufacture of ceramics
98015;271;Gower Street Heat & Power;20-Combustion of fuels
103176;95;Stabilimento di Caronno Pertusella;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
108783;203519;22230;10-Aircraft operator activities
93012;128;Kompresorová stanica 01 Veľké Kapušany;20-Combustion of fuels
98017;769;SCA Packaging EP Boilerhouse;20-Combustion of fuels
108784;203156;29545;10-Aircraft operator activities
103177;622;FPSO Firenze;1-Combustion installations with a rated thermal input exceeding 20 MW
93013;770;WANNA SZKLARSKA Z ODPRĘŻARKAMI;7-Installations for the manufacture of glass including glass fibre
103178;451;HPS s.r.l.;36-Production of paper or cardboard
108785;203520;33703;10-Aircraft operator activities
98019;695;Miller;1-Combustion installations with a rated thermal input exceeding 20 MW
93014;292;Lactogal - Unidade Fabril de Oliveira de Azeméis;20-Combustion of fuels
114309;208402;Harjavallan pellettihöyrylaitos;20-Combustion of fuels
108786;201425;34936;10-Aircraft operator activities
93015;771;KOTŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
103179;932;Rodolfi Mansueto spa stabilimento di Castelguelfo.;1-Combustion installations with a rated thermal input exceeding 20 MW
98021;628;Loch Carnan Power Station;1-Combustion installations with a rated thermal input exceeding 20 MW
108787;202870;24583;10-Aircraft operator activities
103180;623;Piattaforma Garibaldi K;20-Combustion of fuels
93017;129;Kompresorová stanica 03 Veľké Zlievce;20-Combustion of fuels
108788;203518;f10977;10-Aircraft operator activities
98022;251;RAF Cottesmore;1-Combustion installations with a rated thermal input exceeding 20 MW
103181;939;Rodolfi Mansueto spa, stabilimento di Ozzano Taro;1-Combustion installations with a rated thermal input exceeding 20 MW
93018;398;PIEC WAPIENNY;30-Production of lime, or calcination of dolomite/magnesite
98023;629;Kirkwall Power Station;1-Combustion installations with a rated thermal input exceeding 20 MW
108789;203521;f10719;10-Aircraft operator activities
103182;147;Stabilimento di Mozzanica;1-Combustion installations with a rated thermal input exceeding 20 MW
93019;19;ELEKTROCIEPŁOWNIA OSTROŁĘKA A;20-Combustion of fuels
98024;630;Battery Point Power Station;1-Combustion installations with a rated thermal input exceeding 20 MW
108790;203516;f10102;10-Aircraft operator activities
103183;625;Centrale Olio di Trecate;20-Combustion of fuels
98025;1258;Arnish Point;1-Combustion installations with a rated thermal input exceeding 20 MW
93020;772;Instalacja produkcji ceramiki BIELOWICE;32-Manufacture of ceramics
108791;203515;38098;10-Aircraft operator activities
103184;70;ROQUETTE ITALIA S.p.A.;20-Combustion of fuels
93021;20;ELEKTROWNIA OSTROŁĘKA B;20-Combustion of fuels
103185;626;Piattaforma Barbara T1;20-Combustion of fuels
108792;203334;Salzwedel (Kesselanlage "Heizwerk Nord");20-Combustion of fuels
103186;752;Nuova Rosen;20-Combustion of fuels
108793;203522;Cítricos de Andévalo;20-Combustion of fuels
93023;773;CIEPŁOWNIA PIASECZNO;20-Combustion of fuels
98029;697;Ravenspurn North;1-Combustion installations with a rated thermal input exceeding 20 MW
108794;203524;f10488;10-Aircraft operator activities
103187;627;Piattaforma Barbara T2;20-Combustion of fuels
93025;774;Ciepłownia Śrem;20-Combustion of fuels
108795;203523;28444;10-Aircraft operator activities
103188;241;Centrale termica;1-Combustion installations with a rated thermal input exceeding 20 MW
93026;775;Kotłownia Centralna, Zakopane, ul. Nowotarska 31b;20-Combustion of fuels
103189;628;Centrale gas CasalBorsetti;20-Combustion of fuels
108796;203339;36370;10-Aircraft operator activities
98033;252;RAF Stafford;1-Combustion installations with a rated thermal input exceeding 20 MW
93027;21;ELEKTROWNIA PĄTNÓW;20-Combustion of fuels
103190;664;ANTIBIOTICOS SPA;20-Combustion of fuels
108798;203514;25266;10-Aircraft operator activities
93028;130;Centrálna kotolňa;20-Combustion of fuels
103191;629;Piattaforma Cervia K;20-Combustion of fuels
93029;293;Navigator Paper Setúbal, S.A.;36-Production of paper or cardboard
103192;810;ANTIBIOTICOS SPA;20-Combustion of fuels
114330;208442;Produkcja wyrobów ceramicznych przez wypalanie;32-Manufacture of ceramics
108800;203015;Nolte Holzwerkstoffe;20-Combustion of fuels
93030;776;CIEPŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
98038;698;Schiehallion;20-Combustion of fuels
103193;1242;Unità di produzione galleggiante Firenze FPSO;20-Combustion of fuels
93031;294;Soporcel Pulp;35-Production of pulp
108801;202454;Salpetersäure;38-Production of nitric acid
103194;562;ERG Power;20-Combustion of fuels
108802;202457;Ammoniakanlage 1;41-Production of ammonia
93032;399;PIEC WAPIENNY CUKROWNI ŁAPY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103195;753;S. GIULIANO S.R.L.;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
108803;202455;Ammoniakanlage 2;41-Production of ammonia
93033;778;CIEPŁOWNIE PIAST I SRÓDMIEŚCIE - LUBAŃ;20-Combustion of fuels
98042;253;Basildon Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
103196;46;S.A.R.P.O.M S.R.L.;21-Refining of mineral oil
93034;131;Plynová kotolňa;20-Combustion of fuels
108804;203526;F12231;10-Aircraft operator activities
103197;716;Nuovo Centro Olio Gela;20-Combustion of fuels
93035;779;INSTALACJA PRODUKCJI PAPIERU STARA BYSTRZYCA;36-Production of paper or cardboard
108805;203527;34107;10-Aircraft operator activities
103198;754;Società EniPower - Stabilimento di Ferrara;20-Combustion of fuels
98045;700;Forties Pipeline System - Kinneil;20-Combustion of fuels
108806;203332;38061;10-Aircraft operator activities
93036;400;Instalacja do produkcji wapna;30-Production of lime, or calcination of dolomite/magnesite
103199;563;CTE RAFFINERIA ISAB IMPIANTI SUD;21-Refining of mineral oil
98046;61;Thistle Alpha;20-Combustion of fuels
108807;203020;4742;10-Aircraft operator activities
103200;680;Centrale di Rivoli;20-Combustion of fuels
93037;295;Fábrica de Açúcar;20-Combustion of fuels
98047;60;Heather Alpha;20-Combustion of fuels
108808;202184;24874;10-Aircraft operator activities
